taxonID	name	language
3267	Lechuzón anteojo	spa
3269	Andean Night Monkey	eng
3269	Singe de nuit de Thomas	fra
3269	Mono nocturno	spa
3269	Mono lechuza	eng
3269	Tutamono	spa
3269	Musmuqui	spa
3271	Alabama Sturgeon	eng
3272	Bec-En-Sabot	fra
3272	Picozapato	spa
3272	Shoebill	eng
3272	Whale-headed Stork	eng
3272	Bec-en-sabot du Nil	fra
3272	Baléniceps roi	fra
3274	Colibri à tête noire	fra
3274	Red-billed streamertail	eng
3274	Streamertail	eng
3274	Colibrí portacintas	spa
3277	Busautour pâle	fra
3277	Rufous-winged Buzzard	eng
3277	Busardo alirrufo	spa
3277	Rufous-winged Buzzard-Eagle	eng
3281	Faisán de espolones de Germain	spa
3281	Éperonnier de Germain	fra
3281	Faisán real de Germain	spa
3281	Germain's Peacock-Pheasant	eng
3281	Faisán de cola ocelada de Germain	spa
3281	Espolonero de Germain	spa
3285	Civette à bandes	fra
3285	Linsang rayé	fra
3285	Cibeta atigrada	spa
3285	Civeta franjeada	spa
3285	Linsang rayado	spa
3285	Banded Linsang	eng
3286	Colibrí aterciopelado	spa
3286	Mountain Velvetbreast	eng
3286	Colibri de Lafresnaye	fra
3286	Colibrí terciopelo	spa
3290	Brown Sand Boa	eng
3290	Boa de arena de la India	spa
3290	Indian Sand Boa	eng
3290	Blunt-tailed Sand Boa	eng
3290	Boa des sables brun	fra
3292	Spotted Dwarf Boa	eng
3292	Boa forestier tacheté	fra
3292	Boa nain tacheté	fra
3293	Panther Chameleon	eng
3293	Caméléon panthère	fra
3294	Red-nosed Dwarf Chameleon	eng
3294	Eastern arc sharp-nosed chameleon	eng
3294	Caméléon nain du Cap	fra
3294	Uluguru One-horned Chameleon	eng
3294	Rednose dwarf chameleon	eng
3297	Mountain tree shrew	eng
3297	Mountain Treeshrew	eng
3297	Toupaïe des montagnes	fra
3298	Poroto Three-horned Chameleon	eng
3298	Ngosi Volcano Chameleon	eng
3298	Caméléon du volcan Ngosi	fra
3298	Camaleón de Fuelleborn	spa
3299	Papagayo moluqueño	spa
3299	Perruche tricolore	fra
3299	Ambon King-Parrot	eng
3299	Moluccan king parrot	eng
3299	Moluccan King-Parrot	eng
3300	Vietnamese Crocodile Newt	eng
3304	Sterlet	fra
3304	Esterlete	spa
3304	Esturión de Siberia	spa
3304	Esturgeon de Sibérie	fra
3304	Sterlet Sturgeon	eng
3304	Sterlet	eng
3308	Mangabey agile	fra
3308	Cercocèbe agile	fra
3308	Agile Mangabey	eng
3309	Búho desértico	spa
3309	Grand-duc du désert	fra
3309	Grand-duc ascalaphe	fra
3309	Pharaoh Eagle-Owl	eng
3312	galápago palustre esculpido	spa
3312	Clemmyde sculptée	fra
3312	Wood Turtle	eng
3312	Tortue des bois	fra
3312	Galápago de bosque	spa
3313	Fischer's two-horned chameleon	eng
3313	Caméléon nain de Fischer	fra
3313	Nguru blade-horned chameleon	eng
3313	Fischer's Chameleon	eng
3320	Button Coral	eng
3321	Grey-headed Parakeet	eng
3321	Cotorra de Finsch	spa
3321	Perruche de Finsch	fra
3323	Outarde arabe	fra
3323	Arabian Bustard	eng
3323	Avutarda árabe	spa
3323	Grande outarde arabe	fra
3327	Orca pigmea	spa
3327	Orque pygmée	fra
3327	Epaulard pygmée	fra
3327	Orca pigmeo	spa
3327	Pygmy Killer Whale	eng
3327	Slender Blackfish	eng
3328	Mochuelo ecuatoriano	spa
3328	Cloud-forest Pygmy-Owl	eng
3328	Cloud-forest pygmy owl	eng
3328	Cloudforest pygmy-owl	eng
3329	Head coral	eng
3333	Nestor superbe	fra
3333	New Zealand Kaka	eng
3333	Kaka	eng
3333	Kaka	spa
3336	Mango jamaicano	spa
3336	Jamaican Mango	eng
3336	Mango de la Jamaïque	fra
3337	Wrinkled Mushroom Coral	eng
3337	Coral hongo arrugado	spa
3346	Halmahera yellow birdwing	eng
3346	Criton birdwing	eng
3347	Coral rosado de encaje	spa
3347	Corail-dentelle rose	fra
3347	Rose Lace Coral	eng
3350	Tecolotito común	spa
3350	Mochuelo caburé	spa
3350	Caburé	spa
3350	Pavita ferruginea	spa
3350	Chevêchette brune	fra
3350	Ferruginous Pygmy-Owl	eng
3352	Dark Chanting-Goshawk	eng
3352	Dark chanting goshawk	eng
3352	Autour sombre	fra
3352	Autour-chanteur	fra
3352	Azor lagartijero oscuro	spa
3356	Colibrí prieto	spa
3356	Colibri sombre	fra
3356	Dusky Hummingbird	eng
3357	Esturgeon chinois	fra
3357	Chinese Sturgeon	eng
3358	Poroto single-horned chameleon	eng
3360	Betsileo Golden Frog	eng
3360	Brown Mantella	eng
3360	Bronze Mantella	eng
3362	Yellow-green Chameleon	eng
3362	Caméléon vert-et-jaune	fra
3366	Halconcito gris americano	spa
3366	Halconcito argentino	spa
3366	Spot-winged Falconet	eng
3366	Halconcito gris	spa
3366	Spot-winged Falcon	eng
3366	Carnifex à ailes tachetées	fra
3366	Fauconnet d'Amérique	fra
3367	Caillet's Fan Coral	eng
3367	Coral abanico de Caillet	spa
3368	Buff-thighed Puffleg	eng
3371	Cárabo bataraz	spa
3371	Chouette masquée	fra
3371	Lechuza bataraz	spa
3371	Rufous-legged Owl	eng
3377	Perruche de Latham	fra
3377	Periquito migrador	spa
3377	Swift Parrot	eng
3378	Talaud Black Birdwing	eng
3378	Sangihe yellow birdwing	eng
3379	Cowan's Mantella	eng
3379	Cowan’s Golden Frog	eng
3379	Cowan's golden frog	eng
3379	Black Golden Frog	eng
3380	Blakiston's Fish-owl	eng
3380	Grand-duc de Blakiston	fra
3380	Búho manchú	spa
3380	Kétoupa de Blakiston	fra
3380	Blakiston's eagle-owl	eng
3390	Caméléon à lignes blanches	fra
3390	White-lined Chameleon	eng
3390	Antimena chameleon	eng
3394	Green Thorntail	eng
3394	Colacerda verde	spa
3394	Rabudito verde	spa
3394	Coquette à queue fine	fra
3397	Periquito rabadilla púrpura	spa
3397	Cotorrita purpurada	spa
3397	Sapphire-rumped Parrotlet	eng
3397	Toui à queue pourprée	fra
3400	Perruche à col bleu	fra
3400	Lorito acollarado	spa
3400	Blue-collared Parrot	eng
3405	Coral de seis rayos	spa
3405	Six-ray Star Coral	eng
3406	Thorn Coral	eng
3408	Éperonnier de Bornéo	fra
3408	Bornean Peacock-Pheasant	eng
3408	Faisán de espolones de Borneo	spa
3408	Espolonero de Borneo	spa
3410	Coral tazón estriado	spa
3410	Striated Cup Coral	eng
3411	Caméléon à cornes courtes	fra
3411	Short-horned Chameleon	eng
3413	Malayan giant turtle	eng
3413	Malaysian Giant Terrapin	eng
3413	Tortuga gigante malaya	spa
3413	Malaysian Giant Turtle	eng
3413	Emyde géante de Borneo	fra
3413	Émyde géante de Bornéo	fra
3413	Bornean River Turtle	eng
3414	Lemur-tail seahorse	eng
3414	Japanese Seahorse	eng
3423	Chouette de Koeniswald	fra
3423	Chouette à sourcils jaunes	fra
3423	Lechuzón anteojo menor	spa
3423	White-chinned Owl	eng
3423	Tawny-browed Owl	eng
3423	Lechuzón pardo menor	spa
3423	Lechuzón acollarado chico	spa
3432	Sahel Chameleon	eng
3432	Basilisk chameleon	eng
3432	African Chameleon	eng
3432	Caméléon africain	fra
3432	Camaleón africano	spa
3433	Barred Jungle Owlet	eng
3433	Jungle Owlet	eng
3433	Chevêchette de jungle	fra
3433	Mochuelo de jungla	spa
3436	Vicuña	eng
3436	Vicuna	eng
3436	Vicugna	eng
3436	Vicuña	spa
3436	Vigogne	fra
3441	Hedgehog Coral	eng
3449	Dug-out Cup Coral	eng
3449	Coral tazón excavado	spa
3451	Scarlet-cheeked fig parrot	eng
3451	Edwards's Fig-Parrot	eng
3451	Psittacule d'Edwards	fra
3451	Lorito de Edwards	spa
3452	White-lipped Python	eng
3452	D'albertis python	eng
3452	Pitón de Albert	spa
3452	D'Albert's Python	eng
3452	Northern white-lipped python	eng
3452	Python à lèvres blanches	fra
3452	Python de Nouvelle-Guinée	fra
3454	Mexican Pink Tarantula	eng
3454	Mygale rose mexicaine	fra
3454	Tarantula mexicana rosada	spa
3454	Mexican pink beauty	eng
3454	Acapulco Lesser Orange Tarantula	eng
3461	Gurney's Eagle	eng
3461	Aigle de Gurney	fra
3461	Águila moluqueña	spa
3463	Blood-eared Parakeet	eng
3463	Red-breasted Conure	eng
3463	Red-eared Parakeet	eng
3463	Conure à oreillons	fra
3463	Cotorra colirroja	spa
3463	Perico cola roja	spa
3466	New Britain Masked-Owl	eng
3466	Golden Owl	eng
3466	Golden masked owl	eng
3466	Lechuza dorada	spa
3466	Bismarck Masked-Owl	eng
3466	Effraie dorée	fra
3466	Golden masked-owl	eng
3468	Tonkean Macaque	eng
3468	Macaque de Tonkea	fra
3468	Macaca de Tonkean	spa
3468	Tonkean Black Macaque	eng
3468	Macaque de tonkean	fra
3471	Sokoke Scops-Owl	eng
3471	Sokoke scops owl	eng
3471	Morden's Scops-Owl	eng
3471	Autillo de Sokoke	spa
3471	Petit-duc d'Irène	fra
3473	Loro ventriazul	spa
3473	Purple-bellied Parrot	eng
3473	Crick à ventre bleu	fra
3473	Blue-bellied Parrot	eng
3473	Perruche à ventre bleu	fra
3476	Colibrí de Goldman	spa
3476	Violet-capped Hummingbird	eng
3476	Colibri à calotte violette	fra
3477	Side-striped Day Gecko	eng
3477	Geco diurno de bandas	spa
3477	Lined Day Gecko	eng
3477	Phelsume rayé	fra
3477	Gecko diurne ligné	fra
3477	Gecko diurne rayé	fra
3477	Striped Day Gecko	eng
3479	Club naiad	eng
3479	Mejillón de concha	spa
3479	Clubshell	eng
3479	Pleurobema clava	fra
3479	Clubshell Pearly Mussel	eng
3481	Black-chested mustached tamarin	eng
3481	Moustached Tamarin	eng
3481	Pichico barba blanca	spa
3481	Cervecero	spa
3481	Spix's moustached tamarin	eng
3481	Tamarin à moustaches	fra
3483	Pasteur's Day Gecko	eng
3486	Lori tricolor	spa
3486	Lori tricolore	fra
3486	Western Black-capped Lory	eng
3486	Black-capped Lory	eng
3486	Lori des Moluques	fra
3489	Rough Star Coral	eng
3489	Micetocoral áspero	spa
3489	Corail étoile rugueux	fra
3490	Burrowing Python	eng
3490	Python d'Amérique centrale	fra
3490	Ground Python	eng
3490	Python fouisseur du Mexique	fra
3490	Pitón excavadora	spa
3490	New World Python	eng
3492	Red-chested Owlet	eng
3492	Yellow-legged Owlet	eng
3492	Chevêchette à pieds jaunes	fra
3492	Mochuelo pechirrojo	spa
3493	Gelada Baboon	eng
3493	Gelada	fra
3498	Redback poison frog	eng
3498	Rana de punta de flecha reticulada	spa
3498	Rana venenosa rojiza	spa
3498	Red-backed Poison Frog	eng
3498	Dendrobate réticulé	fra
3498	Reticulated Poison Frog	eng
3501	Corail noir hérissé	fra
3501	Bottle-brush Bush Black Coral	eng
3501	Matojo de mar arizado	spa
3513	Blue-bellied poison-arrow frog	eng
3513	Bluebelly poison frog	eng
3513	Minyobate menu	fra
3513	Blue-bellied Poison Frog	eng
3514	Tortuga de estanque de Japón	spa
3514	galápago de Japón	spa
3514	Émyde du Japon	fra
3514	Japanese Pond Turtle	eng
3521	Assam Macaque	eng
3521	Macaque d' Assam	fra
3521	Macaca del Himalaya	spa
3521	Assamese Macaque	eng
3522	Otarie à fourrure de Nouvelle-Zélande	fra
3522	South australian fur seal	eng
3522	Long-nosed fur seal	eng
3522	Black fur seal	eng
3522	New Zealand Fur Seal	eng
3522	Antipodean fur seal	eng
3522	Oso marino de Nueva Zelanda	spa
3522	Australasian fur seal	eng
3527	Southern Boobook	eng
3527	Nínox australiano	spa
3527	Ninoxe d'Australie	fra
3530	Phelsume de Rodrigues	fra
3530	Gecko diurne de Rodrigues	fra
3530	Rodrigues Day Gecko	eng
3537	Effraie masquée	fra
3537	Australian Masked-Owl	eng
3537	Lechuza australiana	spa
3537	Masked Owl	eng
3545	Cernícalo primito	spa
3545	Halconcito	spa
3545	Crécerelle d'Amérique	fra
3545	Halconcito común	spa
3545	Halcón primito	spa
3545	American Kestrel	eng
3545	Crécerelle américaine	fra
3545	Cernícalo americano	spa
3547	Black Tamarin	eng
3547	Black-handed tamarin	eng
3551	Doughnut Coral	eng
3555	Finsch's monitor	eng
3557	China Clam	eng
3560	Corail fleur des grottes	fra
3560	Baroque Cave Coral	eng
3560	Coral barroco de cuevas	spa
3562	Macaque maure	fra
3562	Celebes Macaque	eng
3562	Moor Macaque	eng
3562	Macaca mora	spa
3567	Black Metaltail	eng
3567	Metalura negra	spa
3567	Métallure phébé	fra
3568	Outarde à miroir blanc	fra
3568	Sisón negro aliclaro	spa
3568	Northern black bustard	eng
3568	White-quilled Bustard	eng
3572	Lorito heteróclito	spa
3572	Song parrot	eng
3572	Perruche hétéroclite	fra
3572	Singing Parrot	eng
3575	Mauritius Greater Day Gecko	eng
3575	Gecko diurne à queue bleue	fra
3575	Phelsume à queue bleue	fra
3575	Geco diurno de cola azul	spa
3575	Blue-tailed Day Gecko	eng
3575	Bluetail day gecko	eng
3583	West African Seahorse	eng
3590	Pronk's Day Gecko	eng
3591	Basket Coral	eng
3594	Cepillo de botella columnar	spa
3594	Column Bottle-brush Black Coral	eng
3596	Boa de Cook	fra
3596	Cook's Tree Boa	eng
3600	Violet Sabrewing	eng
3600	Colibrí morado	spa
3600	Fandangero morado	spa
3600	Campyloptère violet	fra
3601	Sylhet Roofed Turtle	eng
3601	Kachuga de l'Assam	fra
3601	Assam Roofed Turtle	eng
3604	Big-nosed Chameleon	eng
3604	Nose-horned chameleon	eng
3604	Caméléon nasique	fra
3607	Golden-white Tassel-ear Marmoset	eng
3607	Gold-and-white Marmoset	eng
3608	Brown Leaf Chameleon	eng
3608	Brookésie commune	fra
3609	Sumba Wreathed Hornbill	eng
3609	Sumba Hornbill	eng
3609	Cálao de la Sumba	spa
3609	Calao de Sumba	fra
3612	Orange-breasted Falcon	eng
3612	Halcón pechirrufo	spa
3612	Halcón pechirrojo	spa
3612	Halcón pechianaranjado	spa
3612	Faucon orangé	fra
3612	Halcón plomizo	spa
3613	Cauca Poison Frog	eng
3613	Minyobate bourdonnant	fra
3616	Hobereau africain	fra
3616	Faucon de Cuvier	fra
3616	Alcotán africano	spa
3616	African Hobby	eng
3616	Halcón de Cuvier	spa
3622	Anaconda du Paraguay	fra
3622	Yellow Anaconda	eng
3622	Anaconda jaune	fra
3622	Anaconda amarilla	spa
3623	Zululand Dwarf Chameleon	eng
3623	Qudeni dwarf chameleon	eng
3623	Caméléon nain à nez rouge	fra
3626	Effraie des Célèbes	fra
3626	Lechuza de Célebes	spa
3626	Sulawesi Owl	eng
3626	Sulawesi masked owl	eng
3628	Yellow-and-green Lorikeet	eng
3628	Citrine lorikeet	eng
3628	Loriquet jaune et vert	fra
3628	Lori verdigualdo	spa
3628	Meyer's Lorikeet	eng
3629	Harlequin Poison Frog	eng
3629	Common poison-arrow frog	eng
3629	Rana de punta de flecha histriónica	spa
3629	Red-and-black Poison Frog	eng
3630	Guinea Turaco	eng
3630	Turaco capucha-verde de Guinea	spa
3630	Turaco de Guinea	spa
3630	Turaco persa	spa
3630	Touraco vert	fra
3630	Green Turaco	eng
3634	Busardo mixto	spa
3634	Aguililla de Harris	spa
3634	Bay-winged Hawk	eng
3634	Gavilán andapie	spa
3634	Harris's Hawk	eng
3634	Gavilán mixto	spa
3634	Buse de Harris	fra
3635	Cernícalo del Amur	spa
3635	Eastern Red-footed Falcon	eng
3635	Amur Falcon	eng
3635	Faucon de l'Amour	fra
3635	Manchurian Red-footed Falcon	eng
3639	Yellow-billed Turaco	eng
3639	Turaco capucha-franjeada	spa
3639	Verreaux's Turaco	eng
3639	Crested Turaco	eng
3639	Turaco piquigualdo	spa
3639	Black-tip Crested Turaco	eng
3639	Touraco à gros bec	fra
3647	Lorito-momoto coroniazul	spa
3647	Palette à couronne bleue	fra
3647	Palawan Racket-tailed Parrot	eng
3647	Blue-crowned Racquet-tail	eng
3652	White-tailed Sabrewing	eng
3652	Ala de sable verde	spa
3652	Colibrí coliblanco	spa
3652	Campyloptère à queue blanche	fra
3656	Zorro volador de anteojos	spa
3656	Spectacled Flying-fox	eng
3656	Spectacled flying fox	eng
3661	Escorpión de Gambia	spa
3661	Grand scorpion du Sénégal	fra
3661	Grand scorpion	fra
3661	Giant Senegalese Scorpion	eng
3661	Scorpion de Gambie	fra
3662	Fleshy Artichoke Coral	eng
3665	Dent de cochon poreuse	fra
3665	Coral pocillo poroso	spa
3665	Porous Cup Coral	eng
3666	Héosémyde de Leyte	fra
3666	Palawan Forest Turtle	eng
3666	Tortuga filipina de bosque	spa
3666	Leyte Pond Turtle	eng
3666	Philippine Pond Turtle	eng
3669	Schmidt's Guenon	eng
3669	Black-cheeked White-nosed Monkey	eng
3669	Red-tailed guenon	eng
3669	Ascagne	fra
3669	Redtail Monkey	eng
3669	Cercopiteco de cola roja	spa
3669	Red-tailed Monkey	eng
